c ,From,To,Modes,length,time,Type,Lanes,VDF,Data1,Data2,Data3
,195576,195126,apb,0.023520,0.031084,107,3.0,23,45.400,6600.0,0.0000
,195576,195463,apb,0.029703,0.040970,107,3.0,23,43.500,6600.0,0.0000
,205095,207426,apb,0.435499,0.281876,102,5.0,7,92.700,11000,0.0000
,205095,208429,apb,0.116273,0.155031,108,1.0,33,45.000,2200.0,0.0000
,205403,205571,apb,1.219246,1.982514,107,1.0,9,36.900,2200.0,0.0000
,205403,205930,apb,0.294512,0.730195,107,1.0,25,24.200,2200.0,0.0000
,205571,205403,apb,1.219246,1.982514,107,1.0,9,36.900,2200.0,0.0000
,205571,223169,apb,0.126207,0.205215,107,1.0,9,36.900,2200.0,0.0000
,205930,205403,apb,0.294512,0.730195,107,1.0,25,24.200,2200.0,0.0000
,205930,206098,apb,0.163560,0.266028,107,1.0,9,36.900,2200.0,0.0000
,205930,208007,apb,0.468628,0.762042,107,1.0,9,36.900,2200.0,0.0000
,205932,205095,apb,0.331317,0.214445,102,5.0,7,92.700,11000,0.0000
,205932,205933,apb,0.063081,0.159028,107,1.0,29,23.800,2200.0,0.0000
,205933,206098,apb,0.570233,0.927263,107,1.0,9,36.900,2200.0,0.0000
,205933,208429,apb,0.416445,0.677342,107,1.0,9,36.900,2200.0,0.0000
,206098,205930,apb,0.163560,0.265967,107,1.0,9,36.900,2200.0,0.0000
,206098,205933,apb,0.570233,0.927476,107,1.0,9,36.900,2200.0,0.0000
,207277,207866,apb,0.312861,0.177930,101,4.0,3,105.50,8800.0,0.0000
,207277,207976,apb,0.377172,0.502896,108,1.0,33,45.000,2200.0,0.0000
,207281,207282,apb,0.572019,0.370639,102,5.0,7,92.600,11000,0.0000
,207281,208555,apb,0.462005,0.616007,108,2.0,33,45.000,4400.0,0.0000
,207282,194126,apb,1.321035,0.855962,102,5.0,7,92.600,11000,0.0000
,207284,207285,apb,0.979558,0.640234,102,5.0,7,91.800,11000,0.0000
,207284,207983,apb,0.228854,0.305139,108,2.0,33,45.000,4400.0,0.0000
,207285,207289,apb,1.250348,0.800650,102,5.0,7,93.700,11000,0.0000
,207287,207288,apb,0.299399,0.195686,102,5.0,7,91.800,11000,0.0000
,207287,208555,apb,0.588483,0.784644,108,1.0,33,45.000,2200.0,0.0000
,207288,207284,apb,3.606541,2.346990,102,5.0,7,92.200,11000,0.0000
,207289,207479,apb,0.374068,0.498757,108,1.0,33,45.000,2200.0,0.0000
,207289,208565,apb,0.147973,0.092291,102,4.0,7,96.200,8800.0,0.0000
,207290,207795,apb,0.088959,0.058143,102,4.0,7,91.800,8800.0,0.0000
,207292,207293,apb,0.011459,0.007052,102,4.0,7,97.500,8800.0,0.0000
,207293,207294,apb,0.359483,0.229213,102,4.0,7,94.100,8800.0,0.0000
,207293,207441,apb,0.290935,0.387913,108,1.0,33,45.000,2200.0,0.0000
,207294,207981,apb,1.140515,0.738995,102,5.0,7,92.600,11000,0.0000
,207295,209528,apb,0.057821,0.054664,107,3.0,11,63.500,6600.0,0.0000
,207295,209529,apb,0.059707,0.065162,106,4.0,15,55.000,8800.0,0.0000
,207295,552840,apb,0.036161,0.034832,106,4.0,15,62.300,8800.0,0.0000
,207296,209030,apb,0.220067,0.221449,106,3.0,15,59.700,6600.0,0.0000
,207296,209385,apb,0.083051,0.090726,106,3.0,15,55.000,6600.0,0.0000
,207298,207409,apb,1.048216,1.035151,106,2.0,15,60.800,4400.0,0.0000
,207298,207958,apb,0.141314,0.143367,106,3.0,15,59.200,6600.0,0.0000
,207298,208699,apb,0.153805,0.367817,106,1.0,21,26.100,2200.0,0.0000
,207299,207958,apb,0.026594,0.029041,106,3.0,15,55.000,6600.0,0.0000
,207299,208511,apb,0.021663,0.048716,107,1.0,29,26.700,2200.0,0.0000
,207299,208512,apb,0.030318,0.030756,106,3.0,15,59.200,6600.0,0.0000
,207300,207301,apb,0.174622,0.432947,107,1.0,25,24.200,2200.0,0.0000
,207300,207710,apb,0.098108,0.162162,107,1.0,13,36.300,2200.0,0.0000
,207301,207300,apb,0.174622,0.432947,107,1.0,25,24.200,2200.0,0.0000
,207301,208011,apb,0.110603,0.274222,107,1.0,25,24.200,2200.0,0.0000
,207302,207390,apb,0.123442,0.192400,107,2.0,27,38.500,4400.0,0.0000
,207302,207391,apb,0.085314,0.132970,107,2.0,27,38.500,4400.0,0.0000
,207302,207709,apb,0.062784,0.155663,107,1.0,25,24.200,2200.0,0.0000
,207302,208011,apb,0.062597,0.155199,107,1.0,25,24.200,2200.0,0.0000
,207303,207304,apb,0.125093,0.310148,107,1.0,25,24.200,2200.0,0.0000
,207303,207712,apb,0.124296,0.193708,107,2.0,27,38.500,4400.0,0.0000
,207303,207764,apb,0.085947,0.133943,107,2.0,27,38.500,4400.0,0.0000
,207304,207303,apb,0.125093,0.310148,107,1.0,25,24.200,2200.0,0.0000
,207304,208437,apb,0.049777,0.123414,107,1.0,25,24.200,2200.0,0.0000
,207305,207711,apb,0.122210,0.259102,107,1.0,21,28.300,2200.0,0.0000
,207305,207715,apb,0.087616,0.186417,107,1.0,21,28.200,2200.0,0.0000
,207305,208184,apb,0.058549,0.145163,107,1.0,25,24.200,2200.0,0.0000
,207305,208437,apb,0.084396,0.209246,107,1.0,25,24.200,2200.0,0.0000
,207306,207713,apb,0.084810,0.153734,107,1.0,17,33.100,2200.0,0.0000
,207306,207714,apb,0.127152,0.231185,107,1.0,17,33.000,2200.0,0.0000
,207309,207388,apb,0.083538,0.130204,107,2.0,27,38.500,4400.0,0.0000
,207309,207389,apb,0.127566,0.198824,107,2.0,27,38.500,4400.0,0.0000
,207317,207762,apb,0.082642,0.128793,107,2.0,27,38.500,4400.0,0.0000
,207317,207763,apb,0.126081,0.196490,107,2.0,27,38.500,4400.0,0.0000
,207319,207712,apb,0.112083,0.277892,107,1.0,25,24.200,2200.0,0.0000
,207319,208547,apb,0.056181,0.087555,107,2.0,27,38.500,4400.0,0.0000
,207320,207321,apb,0.121208,0.305566,107,1.0,29,23.800,2200.0,0.0000
,207320,207694,apb,0.074218,0.119386,107,2.0,31,37.300,4400.0,0.0000
,207320,207698,apb,0.083141,0.133739,107,2.0,31,37.300,4400.0,0.0000
,207321,207320,apb,0.121208,0.305566,107,1.0,29,23.800,2200.0,0.0000
,207321,207696,apb,0.081200,0.203849,107,1.0,29,23.900,2200.0,0.0000
,207321,207697,apb,0.075689,0.190014,107,1.0,29,23.900,2200.0,0.0000
,207322,207323,apb,0.104894,0.264439,107,1.0,29,23.800,2200.0,0.0000
,207322,207701,apb,0.080553,0.202225,107,1.0,29,23.900,2200.0,0.0000
,207322,207702,apb,0.075918,0.191390,107,1.0,29,23.800,2200.0,0.0000
,207323,207322,apb,0.104894,0.264439,107,1.0,29,23.800,2200.0,0.0000
,207323,207699,apb,0.083688,0.210978,107,1.0,29,23.800,2200.0,0.0000
,207323,207700,apb,0.073980,0.185724,107,1.0,29,23.900,2200.0,0.0000
,207324,207325,apb,0.307564,0.307569,107,3.0,11,60.000,6600.0,0.0000
,207324,208206,apb,0.135422,0.340034,107,1.0,29,23.900,2200.0,0.0000
,207324,208554,apb,0.285682,0.274699,107,3.0,11,62.400,6600.0,0.0000
,207325,207324,apb,0.307564,0.295738,107,3.0,11,62.400,6600.0,0.0000
,207325,207328,apb,0.460813,0.460849,107,3.0,11,60.000,6600.0,0.0000
,207325,208205,apb,0.156306,0.397494,107,1.0,29,23.800,2200.0,0.0000
,207326,207457,apb,1.061445,2.081265,107,1.0,17,30.600,2200.0,0.0000
,207326,207745,apb,0.063291,0.076099,107,2.0,19,50.000,4400.0,0.0000
,207326,208441,apb,0.454654,1.127241,107,1.0,25,24.200,2200.0,0.0000
,207326,209632,apb,0.436232,0.523747,107,2.0,19,50.000,4400.0,0.0000
,207327,207282,apb,0.382605,0.510140,108,1.0,33,45.000,2200.0,0.0000
,207327,207288,apb,0.738293,0.984391,108,2.0,33,45.000,4400.0,0.0000
,207328,207325,apb,0.460813,0.443126,107,3.0,11,62.400,6600.0,0.0000
,207328,207329,apb,0.010781,0.010782,107,3.0,11,60.000,6600.0,0.0000
,207328,207726,apb,0.699022,1.487281,107,1.0,21,28.200,2200.0,0.0000
,207329,207328,apb,0.010781,0.010367,107,3.0,11,62.400,6600.0,0.0000
,207329,207730,apb,0.142351,0.142362,107,3.0,11,60.000,6600.0,0.0000
,207330,207373,apb,0.103013,0.117577,107,3.0,19,52.600,6600.0,0.0000
,207330,207867,apb,0.037025,0.043325,107,3.0,19,51.300,6600.0,0.0000
,207332,207468,apb,0.466478,0.726979,107,2.0,27,38.500,4400.0,0.0000
,207332,208552,apb,0.141132,0.360732,107,1.0,29,23.800,2200.0,0.0000
,207332,208684,apb,0.015007,0.017121,107,3.0,19,52.600,6600.0,0.0000
,207332,208832,apb,0.033517,0.039220,107,3.0,19,51.300,6600.0,0.0000
,207333,207384,apb,0.076712,0.086846,107,2.0,19,53.000,4400.0,0.0000
,207333,207638,apb,0.149187,0.376102,107,1.0,29,23.800,2200.0,0.0000
,207333,207751,apb,0.099541,0.119450,107,2.0,19,50.000,4400.0,0.0000
,207333,208014,apb,0.049694,0.079723,107,2.0,31,37.400,4400.0,0.0000
,207334,207636,apb,0.160636,0.404965,107,1.0,29,23.800,2200.0,0.0000
,207334,207751,apb,0.047711,0.054320,107,2.0,19,52.700,4400.0,0.0000
,207334,207755,apb,0.059810,0.069953,107,2.0,19,51.300,4400.0,0.0000
,207334,208014,apb,0.101461,0.254714,107,1.0,29,23.900,2200.0,0.0000
,207335,207336,apb,0.150949,0.378951,107,1.0,29,23.900,2200.0,0.0000
,207335,207462,apb,0.065279,0.078335,107,2.0,19,50.000,4400.0,0.0000
,207335,207636,apb,0.141209,0.354500,107,1.0,29,23.900,2200.0,0.0000
,207335,207642,apb,0.095564,0.107782,107,2.0,19,53.200,4400.0,0.0000
,207336,207335,apb,0.150949,0.378951,107,1.0,29,23.900,2200.0,0.0000
,207336,207337,apb,0.139178,0.350869,107,1.0,29,23.800,2200.0,0.0000
,207336,207461,apb,0.068228,0.077685,107,2.0,19,52.700,4400.0,0.0000
,207336,207641,apb,0.092741,0.101580,107,2.0,19,54.800,4400.0,0.0000
,207337,207336,apb,0.139178,0.350869,107,1.0,29,23.800,2200.0,0.0000
,207337,207460,apb,0.060981,0.153090,107,1.0,29,23.900,2200.0,0.0000
,207337,207640,apb,0.094583,0.238445,107,1.0,29,23.800,2200.0,0.0000
,207337,208722,apb,0.008091,0.020397,107,1.0,29,23.800,2200.0,0.0000
,207338,207655,apb,0.131432,0.184250,107,2.0,23,42.800,4400.0,0.0000
,207338,207656,apb,0.122529,0.309912,107,1.0,29,23.900,2200.0,0.0000
,207338,207666,apb,0.063491,0.089012,107,2.0,23,42.800,4400.0,0.0000
,207338,208116,apb,0.107276,0.269312,107,1.0,29,23.900,2200.0,0.0000
,207353,207973,apb,0.026921,0.028749,103,2.0,15,56.200,4400.0,0.0000
,207353,208217,apb,0.041232,0.057805,106,4.0,23,42.800,8800.0,0.0000
,207353,208248,apb,0.025751,0.025321,103,2.0,15,61.100,4400.0,0.0000
,207354,207355,apb,0.134625,0.132375,103,2.0,15,61.100,4400.0,0.0000
,207354,207657,apb,0.181166,0.300275,107,1.0,13,36.200,2200.0,0.0000
,207354,208116,apb,0.145545,0.365385,107,1.0,29,23.900,2200.0,0.0000
,207354,208248,apb,0.070802,0.075660,103,2.0,15,56.200,4400.0,0.0000
,207355,207354,apb,0.134625,0.143862,103,2.0,15,56.200,4400.0,0.0000
,207355,207657,apb,0.116957,0.289976,107,1.0,25,24.200,2200.0,0.0000
,207355,207661,apb,0.226022,0.567419,107,1.0,29,23.900,2200.0,0.0000
,207355,207938,apb,0.111725,0.109858,103,2.0,15,61.100,4400.0,0.0000
,207356,207938,apb,0.230599,0.246421,103,2.0,15,56.200,4400.0,0.0000
,207356,208114,apb,0.129591,0.326292,107,1.0,29,23.900,2200.0,0.0000
,207356,208124,apb,0.168049,0.423653,107,1.0,29,23.800,2200.0,0.0000
,207356,208139,apb,0.085952,0.084543,103,2.0,15,61.100,4400.0,0.0000
,207357,207880,apb,0.237517,0.253749,103,2.0,15,56.200,4400.0,0.0000
,207357,207974,apb,0.160053,0.264550,107,1.0,13,36.300,2200.0,0.0000
,207357,209219,apb,0.034423,0.056898,107,1.0,13,36.300,2200.0,0.0000
,207357,209220,apb,0.035099,0.037491,103,2.0,15,56.200,4400.0,0.0000
,207358,207880,apb,0.052857,0.056459,103,2.0,15,56.200,4400.0,0.0000
,207358,207881,apb,0.056860,0.079711,107,3.0,23,42.800,6600.0,0.0000
,207358,208246,apb,0.062458,0.066726,103,2.0,15,56.200,4400.0,0.0000
,207360,207361,apb,0.140448,0.352589,107,1.0,29,23.900,2200.0,0.0000
,207360,207758,apb,0.106390,0.167842,107,2.0,31,38.100,4400.0,0.0000
,207360,208892,apb,0.055695,0.061475,107,2.0,19,54.400,4400.0,0.0000
,207361,207360,apb,0.140448,0.352589,107,1.0,29,23.900,2200.0,0.0000
,207361,207362,apb,0.523541,1.113917,107,1.0,21,28.200,2200.0,0.0000
,207361,208661,apb,0.105620,0.266269,107,1.0,29,23.800,2200.0,0.0000
,207362,207361,apb,0.523541,1.113917,107,1.0,21,28.200,2200.0,0.0000
,207362,207363,apb,0.163376,0.410149,107,1.0,29,23.900,2200.0,0.0000
,207362,207394,apb,0.246488,0.618798,107,1.0,29,23.900,2200.0,0.0000
,207363,207362,apb,0.163376,0.410149,107,1.0,29,23.900,2200.0,0.0000
,207363,208159,apb,0.188462,0.473126,107,1.0,29,23.900,2200.0,0.0000
,207363,208161,apb,0.143711,0.360781,107,1.0,29,23.900,2200.0,0.0000
,207364,208152,apb,0.080229,0.091583,107,3.0,19,52.600,6600.0,0.0000
,207364,208161,apb,0.139850,0.351088,107,1.0,29,23.900,2200.0,0.0000
,207364,208435,apb,0.046872,0.117670,107,1.0,29,23.900,2200.0,0.0000
,207364,232150,apb,0.137129,0.160490,107,3.0,19,51.300,6600.0,0.0000
,207367,207735,apb,0.298622,0.740385,107,1.0,25,24.200,2200.0,0.0000
,207367,207825,apb,0.086962,0.099269,107,3.0,19,52.600,6600.0,0.0000
,207367,208152,apb,0.131986,0.154471,107,3.0,19,51.300,6600.0,0.0000
,207368,207736,apb,0.297544,0.463705,107,2.0,27,38.500,4400.0,0.0000
,207368,207825,apb,0.040363,0.047239,107,3.0,19,51.300,6600.0,0.0000
,207368,207949,apb,0.028034,0.032001,107,3.0,19,52.600,6600.0,0.0000
,207369,207737,apb,0.319543,0.512636,107,2.0,31,37.400,4400.0,0.0000
,207369,207851,apb,0.033345,0.038074,107,3.0,19,52.600,6600.0,0.0000
,207369,207852,apb,0.030859,0.036116,107,3.0,19,51.300,6600.0,0.0000
,207369,208271,apb,0.082854,0.130373,107,2.0,31,38.200,4400.0,0.0000
,207370,207371,apb,0.155465,0.177513,107,3.0,19,52.600,6600.0,0.0000
,207370,207733,apb,0.302484,0.749960,107,1.0,25,24.200,2200.0,0.0000
,207370,207851,apb,0.134750,0.154114,107,3.0,19,52.500,6600.0,0.0000
,207371,207370,apb,0.155465,0.177806,107,3.0,19,52.500,6600.0,0.0000
,207371,207824,apb,0.063423,0.072418,107,3.0,19,52.600,6600.0,0.0000
,207371,208153,apb,0.283826,0.516047,107,1.0,17,33.000,2200.0,0.0000
,207372,207824,apb,0.043734,0.050019,107,3.0,19,52.500,6600.0,0.0000
,207372,207867,apb,0.039782,0.045407,107,3.0,19,52.600,6600.0,0.0000
,207372,207870,apb,0.041190,0.041200,107,4.0,11,60.000,8800.0,0.0000
,207372,207915,apb,0.047115,0.041638,107,4.0,11,67.900,8800.0,0.0000
,207373,207330,apb,0.103013,0.120542,107,3.0,19,51.300,6600.0,0.0000
,207373,207374,apb,0.102255,0.116712,107,3.0,19,52.600,6600.0,0.0000
,207374,207373,apb,0.102255,0.119655,107,3.0,19,51.300,6600.0,0.0000
,207374,207375,apb,0.163225,0.186302,107,3.0,19,52.600,6600.0,0.0000
,207375,207374,apb,0.163225,0.191000,107,3.0,19,51.300,6600.0,0.0000
,207375,207376,apb,0.104875,0.119703,107,3.0,19,52.600,6600.0,0.0000
,207376,207375,apb,0.104875,0.122721,107,3.0,19,51.300,6600.0,0.0000
,207376,207377,apb,0.112202,0.128066,107,3.0,19,52.600,6600.0,0.0000
,207377,207376,apb,0.112202,0.131295,107,3.0,19,51.300,6600.0,0.0000
,207377,207822,apb,0.024457,0.027915,107,3.0,19,52.600,6600.0,0.0000
,207378,207822,apb,0.036243,0.042410,107,3.0,19,51.300,6600.0,0.0000
,207378,207907,apb,0.034640,0.039538,107,3.0,19,52.600,6600.0,0.0000
,207378,207908,apb,0.044787,0.062786,107,3.0,23,42.800,6600.0,0.0000
,207378,208302,apb,0.114517,0.160538,107,3.0,23,42.800,6600.0,0.0000
,207379,207909,apb,0.036037,0.041132,107,3.0,19,52.600,6600.0,0.0000
,207379,207910,apb,0.037540,0.043928,107,3.0,19,51.300,6600.0,0.0000
,207379,208106,apb,0.143422,0.206859,107,2.0,23,41.600,4400.0,0.0000
,207379,208308,apb,0.120128,0.168404,107,2.0,23,42.800,4400.0,0.0000
,207380,207645,apb,0.071390,0.108167,107,2.0,27,39.600,4400.0,0.0000
,207380,207647,apb,0.142684,0.222376,107,2.0,27,38.500,4400.0,0.0000
,207380,207820,apb,0.039070,0.040855,107,3.0,19,57.400,6600.0,0.0000
,207380,207821,apb,0.034340,0.041229,107,3.0,19,50.000,6600.0,0.0000
,207381,207382,apb,0.121673,0.146082,107,3.0,19,50.000,6600.0,0.0000
,207381,207821,apb,0.162559,0.178712,107,3.0,19,54.600,6600.0,0.0000
,207381,552898,apb,0.027579,0.032256,107,2.0,19,51.300,4400.0,0.0000
,207382,207381,apb,0.121673,0.133764,107,3.0,19,54.600,6600.0,0.0000
,207382,208170,apb,0.090411,0.191684,107,1.0,21,28.300,2200.0,0.0000
,207382,552897,apb,0.045123,0.054175,107,3.0,19,50.000,6600.0,0.0000
,207383,207819,apb,0.041332,0.049616,107,3.0,19,50.000,6600.0,0.0000
,207383,208059,apb,0.075431,0.096711,107,4.0,23,46.800,8800.0,0.0000
,207383,208169,apb,0.090242,0.126507,107,4.0,23,42.800,8800.0,0.0000
,207383,209585,apb,0.047048,0.051723,107,3.0,19,54.600,6600.0,0.0000
,207384,207333,apb,0.076712,0.092055,107,2.0,19,50.000,4400.0,0.0000
,207384,207818,apb,0.121047,0.126574,107,3.0,19,57.400,6600.0,0.0000
,207384,207819,apb,0.064611,0.071015,107,3.0,19,54.600,6600.0,0.0000
,207384,208168,apb,0.089058,0.148042,107,1.0,17,36.100,2200.0,0.0000
,207385,207638,apb,0.076757,0.089781,107,2.0,19,51.300,4400.0,0.0000
,207385,207818,apb,0.029477,0.034615,107,3.0,19,51.100,6600.0,0.0000
,207385,208837,apb,0.016021,0.016756,107,3.0,19,57.400,6600.0,0.0000
,207386,207637,apb,0.074613,0.188100,107,1.0,29,23.800,2200.0,0.0000
,207386,207815,apb,0.089463,0.093542,107,3.0,19,57.400,6600.0,0.0000
,207386,208837,apb,0.126564,0.148029,107,3.0,19,51.300,6600.0,0.0000
,207387,207815,apb,0.040441,0.047300,107,3.0,19,51.300,6600.0,0.0000
,207387,207816,apb,0.039211,0.047064,107,3.0,19,50.000,6600.0,0.0000
,207387,207854,apb,0.043287,0.045258,107,3.0,19,57.400,6600.0,0.0000
,207387,208711,apb,0.056082,0.141383,107,1.0,29,23.800,2200.0,0.0000
,207388,207309,apb,0.083538,0.130202,107,2.0,27,38.500,4400.0,0.0000
,207388,207868,apb,0.035633,0.041562,107,3.0,19,51.500,6600.0,0.0000
,207388,208233,apb,0.033491,0.036973,107,3.0,19,54.400,6600.0,0.0000
,207389,207309,apb,0.127566,0.198827,107,2.0,27,38.500,4400.0,0.0000
,207389,207390,apb,0.107523,0.167585,107,2.0,27,38.500,4400.0,0.0000
,207390,207302,apb,0.123442,0.192397,107,2.0,27,38.500,4400.0,0.0000
,207390,207389,apb,0.107523,0.167588,107,2.0,27,38.500,4400.0,0.0000
,207391,207302,apb,0.085314,0.132972,107,2.0,27,38.500,4400.0,0.0000
,207391,207392,apb,0.106588,0.166115,107,3.0,27,38.500,6600.0,0.0000
,207391,207758,apb,0.175716,0.246339,107,4.0,23,42.800,8800.0,0.0000
,207391,208257,apb,0.103909,0.137328,107,4.0,23,45.400,8800.0,0.0000
,207392,207391,apb,0.106588,0.166116,107,3.0,27,38.500,6600.0,0.0000
,207392,207393,apb,0.141053,0.219834,107,3.0,27,38.500,6600.0,0.0000
,207392,207759,apb,0.333325,0.367855,107,2.0,19,54.400,4400.0,0.0000
,207392,208892,apb,0.117330,0.134679,107,2.0,19,52.300,4400.0,0.0000
,207393,207392,apb,0.141053,0.219829,107,3.0,27,38.500,6600.0,0.0000
,207393,207394,apb,0.434704,0.677495,107,3.0,27,38.500,6600.0,0.0000
,207393,208653,apb,0.097013,0.244571,107,1.0,29,23.800,2200.0,0.0000
,207393,208661,apb,0.071559,0.180401,107,1.0,29,23.800,2200.0,0.0000
,207394,207362,apb,0.246488,0.618798,107,1.0,29,23.900,2200.0,0.0000
,207394,207393,apb,0.434704,0.677479,107,3.0,27,38.500,6600.0,0.0000
,207394,207395,apb,0.096177,0.149894,107,3.0,27,38.500,6600.0,0.0000
,207394,208164,apb,0.118907,0.252994,107,1.0,21,28.200,2200.0,0.0000
,207395,207394,apb,0.096177,0.149890,107,3.0,27,38.500,6600.0,0.0000
,207395,208436,apb,0.122406,0.190783,107,3.0,27,38.500,6600.0,0.0000
,207395,232141,apb,0.126912,0.177941,107,2.0,23,42.800,4400.0,0.0000
,207397,207761,apb,0.107180,0.270202,107,1.0,29,23.800,2200.0,0.0000
,207397,208163,apb,0.109271,0.275473,107,1.0,29,23.800,2200.0,0.0000
,207397,208167,apb,0.124989,0.313780,107,1.0,29,23.900,2200.0,0.0000
,207399,207885,apb,0.043496,0.092218,107,1.0,21,28.300,2200.0,0.0000
,207399,207886,apb,0.091048,0.116521,107,2.0,23,46.900,4400.0,0.0000
,207399,208957,apb,0.067038,0.091627,107,3.0,23,43.900,6600.0,0.0000
,207399,209016,apb,0.035003,0.044498,107,3.0,23,47.200,6600.0,0.0000
,207400,207931,apb,0.157250,0.235908,107,2.0,23,40.000,4400.0,0.0000
,207400,228364,apb,0.669529,0.856847,107,2.0,23,46.900,4400.0,0.0000
,207403,208137,apb,0.235320,0.498912,107,1.0,21,28.300,2200.0,0.0000
,207403,208874,apb,0.461389,0.978210,107,1.0,21,28.300,2200.0,0.0000
,207403,209219,apb,0.252166,0.416803,107,1.0,13,36.300,2200.0,0.0000
,207405,207406,apb,0.288553,0.404514,107,2.0,23,42.800,4400.0,0.0000
,207405,207407,apb,0.069296,0.071810,106,3.0,15,57.900,6600.0,0.0000
,207405,552908,apb,0.106735,0.110608,106,3.0,15,57.900,6600.0,0.0000
,207406,207635,apb,0.122917,0.261526,107,1.0,21,28.200,2200.0,0.0000
,207406,208342,apb,0.033834,0.085296,107,1.0,29,23.800,2200.0,0.0000
,207406,208343,apb,0.031935,0.067947,107,1.0,21,28.200,2200.0,0.0000
,207407,207405,apb,0.069296,0.071810,106,3.0,15,57.900,6600.0,0.0000
,207407,208341,apb,0.148920,0.154324,106,3.0,15,57.900,6600.0,0.0000
,207408,207412,apb,0.232211,0.229350,106,2.0,15,60.800,4400.0,0.0000
,207408,208181,apb,0.051943,0.052649,106,4.0,15,59.200,8800.0,0.0000
,207408,209205,apb,0.250178,0.259256,106,3.0,15,57.900,6600.0,0.0000
,207409,207298,apb,1.048216,1.063415,106,2.0,15,59.200,4400.0,0.0000
,207409,207410,apb,0.017368,0.017140,106,4.0,15,60.800,8800.0,0.0000
,207409,209045,apb,0.013462,0.021655,106,2.0,31,37.300,4400.0,0.0000
,207410,207409,apb,0.017368,0.017604,106,4.0,15,59.200,8800.0,0.0000
,207410,207900,apb,0.146829,0.144905,106,4.0,15,60.800,8800.0,0.0000
,207410,209044,apb,0.006850,0.010989,107,2.0,31,37.400,4400.0,0.0000
,207411,207900,apb,0.027891,0.028270,106,4.0,15,59.200,8800.0,0.0000
,207411,207986,apb,0.027112,0.026757,106,4.0,15,60.800,8800.0,0.0000
,207411,208323,apb,0.117334,0.250263,107,1.0,21,28.300,2200.0,0.0000
,207412,207413,apb,0.138944,0.137232,106,2.0,15,60.800,4400.0,0.0000
,207413,207408,apb,0.387356,0.392910,106,2.0,15,59.200,4400.0,0.0000
,207413,207893,apb,0.015862,0.015667,106,2.0,15,60.800,4400.0,0.0000
,207414,208063,apb,0.102629,0.258729,107,1.0,29,23.800,2200.0,0.0000
,207414,208333,apb,0.156575,0.394727,107,1.0,29,23.800,2200.0,0.0000
,207415,208036,apb,0.296031,0.490659,107,1.0,13,36.200,2200.0,0.0000
,207415,208189,apb,0.060459,0.103644,107,1.0,13,35.000,2200.0,0.0000
,207416,207670,apb,0.285306,0.471580,107,1.0,13,36.300,2200.0,0.0000
,207416,208063,apb,1.184367,2.153394,107,1.0,17,33.000,2200.0,0.0000
,207416,209135,apb,0.181597,0.311309,107,1.0,13,35.000,2200.0,0.0000
,207417,207421,apb,0.188191,0.293383,107,2.0,27,38.500,4400.0,0.0000
,207417,207603,apb,0.374444,0.399829,103,3.0,15,56.200,6600.0,0.0000
,207417,209562,apb,0.556553,0.546791,103,3.0,15,61.100,6600.0,0.0000
,207418,207421,apb,0.156647,0.244125,107,3.0,27,38.500,6600.0,0.0000
,207418,207610,apb,0.082402,0.128487,107,3.0,27,38.500,6600.0,0.0000
,207418,207834,apb,0.277231,0.432153,107,2.0,27,38.500,4400.0,0.0000
,207418,207948,apb,0.039184,0.055846,107,3.0,27,42.100,6600.0,0.0000
,207419,207602,apb,0.174527,0.163910,107,2.0,15,63.900,4400.0,0.0000
,207419,207609,apb,0.081834,0.135263,107,1.0,13,36.300,2200.0,0.0000
,207419,207834,apb,0.027507,0.042914,107,2.0,27,38.500,4400.0,0.0000
